PAUTA,BREVE DESCRIPCION,COPY,MATERIAL,FECHA DE PUBLI,ESTADO,PRODUCTOS,CANAL,PAUTA ,FB Likes,FB ALCANCE,Ig Likes,IG ALCANCE,TT LIKES,TT ALCANCE,RESPONSABLE
Carrusel,https://www.canva.com/design/DAHLt2AgO_k/PDe9UbCUYE2LtWK6yySRZw/edit,"✈️ Volá directo de Córdoba a Esquel y viví la Patagonia de una manera más tranquila, exclusiva y natural. 

Disfrutá de la nieve sin filas eternas, con la calidez de nuestra gente y con todo el tiempo del mundo para conectar con Esquel a tu propio ritmo.

🛫Aprovechá el vuelo directo de Aerolíneas Argentinas durante agosto, septiembre y octubre.
👉 Sale los jueves desde Córdoba y desde Esquel los lunes.

#Esquel #PatagoniaArgentina #invierno2026 #vacacionesdeinvierno",,4/7/2026,PUBLICADO ,"CÓRDOBA,CIUDAD DE ESQUEL","FACEBOOK,INSTAGRAM",,,,,,,,
,,,,,,"CIUDAD DE ESQUEL,INVIERNO","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,https://drive.google.com/file/d/1BraJr8dS6z5xwCRxl5_Wm-Taw-BV1_fy/view?usp=sharing,"Este invierno, el viaje de tus sueños tiene mil formas de vivirse y todas empiezan acá. 👇

Aventura pura: disfrutá del esquí, las caminatas con raquetas, el canopy, el trekking y las cabalgatas inolvidables.

Historia viva: viajá en el tiempo a bordo de La Trochita y recorré los distintos museos de la ciudad.

Sabores únicos: date ese gusto patagónico, dulce o salado, que reconforta el alma.

Naturaleza imponente: descubrí un bosque milenario y un glaciar en transformación en el Parque Nacional Los Alerces, o los vestigios de un antiguo volcán en Piedra Parada.

¿Lo mejor?, no tenés que elegir; ¡todo te espera desde un solo lugar!

📍 Esquel, la ciudad que lo tiene todo para tus vacaciones ideales.

#Esquel #PatagoniaArgentina #invierno2026 #nieve ",,6/7/2026,PUBLICADO ,"CIUDAD DE ESQUEL,INVIERNO",,,,,,,,,
Reel e historia,Video Cóndor con música ya elegida,"Uniendo el cielo y la tierra. 

El cóndor andino es un símbolo sagrado y una leyenda viva asociada a la sabiduría, la fuerza vital y la libertad.

Cada 7 de julio, Argentina y toda Sudamérica conmemoran el Día Internacional del Cóndor Andino. Esta fecha no solo honra a una de las aves voladoras más grandes del mundo, sino que busca crear conciencia sobre su peligro de extinción.

En Esquel, tenemos el privilegio de levantar la mirada y verlos volar sobre nosotros; protegerlos es responsabilidad de todos. 

#CondorAndino #PatagoniaArgentina #Conservacion #AvesDeArgentina #Esquel


COMPLETAR. Hacer colaborativo con: https://www.instagram.com/suid_____/",,7/7/2026,PUBLICADO ,EFEMÉRIDES,"FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Posteo,PATRIMONIO UNESCO,"Un día como hoy, el Parque Nacional Los Alerces fue declarado Sitio de Patrimonio Mundial por la UNESCO. 

Una distinción que preserva, pone en valor y posiciona a nuestro parque a nivel mundial, con bellezas que solo encontrarás acá.

Vení a descubrir uno de los tesoros más increíbles de la Patagonia Argentina. 

#ParqueNacionalLosAlerces #UNESCO #Esquel #PatagoniaArgentina #TurismoArgentina",,7/7/2026,PUBLICADO ,EFEMÉRIDES,"FACEBOOK,INSTAGRAM",,,,,,,,
PAUTA - Reel,Reel en proceso https://www.youtube.com/watch?v=dJj0k96WEnI,"🤍 Regalate unos días inolvidables en Esquel.

El aire más puro combinado con la calidez de los habitantes.
Elegir este destino marcará una huella imborrable en tu corazón.

Este invierno, vení la Patagonia Argentina en Esquel.

#TurismoArgentina #Invierno2026 #Esquel #PatagoniaArgentina #Patagonia",,8/7/2026,PUBLICADO ,"INVIERNO,NATURALEZA,PAISAJE","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Historia,Diseño en proceso,Día de la Independencia,,9/7/2026,PUBLICADO ,EFEMÉRIDES,"FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,Insta: https://drive.google.com/file/d/1X2Q3wQCJ6-Agv9nmcgXhB6oky5XPoGc9/view?usp=drive_link Facebook: https://drive.google.com/file/d/127wD9OJIHzfLkms1fBVf--cJcAKYeWbi/view?usp=drive_link,"En el Parque Nacional Los Alerces, cada sendero, cada lago y cada rincón te invita a conectar con lo que verdaderamente importa.

Dejarse sorprender por la inmensidad de la naturaleza que transforma cualquier escapada en un recuerdo imborrable.

¡Planificá tu próxima aventura con nosotros!

#Esquel #ParqueNacionalLosAlerces #Patagonia #PatagoniaArgentina #Invierno2026

",,10/7/2026,PUBLICADO ,"NATURALEZA,PAISAJE,PARQUE NACIONAL LOS ALERCES","FACEBOOK,INSTAGRAM",,,,,,,,
Historia,https://drive.google.com/file/d/1zzQu__xiGSaEqfRjguW0IL3tCGAxpocb/view?usp=drive_link,Programar solo historia,,10/7/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,https://drive.google.com/file/d/1lq8281_ZUBEcCRVEkCVvdqVCavjLTdvl/view,"HAY QUE RESUBIR A INSTAGRAM

Entre paisajes teñidos de blanco, montañas imponentes y el aire puro de la Patagonia, cada rincón transmite una calma que no vas a querer soltar.

Esquel es la ciudad perfecta para desconectar de la rutina y dejarse sorprender.

¡Te esperamos!

#Esquel #PatagoniaArgentina #Vacaciones2026 #Invierno2026 #EscapadaEnPareja",,11/7/2026,Programado,"CIUDAD DE ESQUEL,INVIERNO","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,https://drive.google.com/file/d/1tMXj-Myh-kztxDmewLvmG9QL7R568nHF/view?usp=sharing,"Una experiencia única y uno de los tesoros más increíbles de la Patagonia.

La excursión al Alerzal Milenario conecta con la naturaleza y la historia. En pleno recorrido por la selva valdiviana se destaca el ""Abuelo"", un imponente alerce con más de 2600 años.

Consultá el cronograma de salidas y sacá los boletos con anticipación.

Parque Nacional Los Alerces. 
Desde 2017, declarado Sitio Patrimonio Mundial Natural por la UNESCO.

#AlerzalMilenario #AlerceMilenario #ParqueNacionalLosAlerces #Esquel #PatagoniaArgentina",,13/7/2026,Programado,ALERZAL MILENARIO,"FACEBOOK,INSTAGRAM",,,,,,,,
POSTEO,Compartí tu foto en Esquel (diseño en proceso),"Hay momentos que no se explican con palabras. ❤️❄️

¡Queremos ver algún recuerdo que tengas de nuestra ciudad! 

Compartinos tu foto en Esquel en comentarios 👇 

#Esquel #PatagoniaArgentina #TurismoArgentina #Patagonia #Turismo",,14/7/2026,EDITAR IMAGEN ,"CÓRDOBA,CIUDAD DE ESQUEL","FACEBOOK,INSTAGRAM",,,,,,,,
Reel,https://drive.google.com/file/d/1z_GO71vjpL9br0QSHAWkxJNaIq8vuBF1/view?usp=drive_link,"El tiempo vuela y ya sabés lo que dicen: no dejes para mañana lo que podés disfrutar hoy. 😉

Vení a disfrutar de nuestros imperdibles de siempre y descubrí por qué Esquel es tu destino este invierno. 🏔️❄️

¿Tenés consultas? 🏔️📱
Escribinos al +54 2945 529616

#Invierno2026 #PatagoniaArgentina #Esquel #Nieve #LaHoya",,15/7/2026,OK PARA PUBLICAR,"CIUDAD DE ESQUEL,INVIERNO","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Reel pauta,https://drive.google.com/file/d/1xCD6UlMaDOCOkoki4f_gkK4Bzoo-R0cw/view?usp=sharing,"
falta ",,16/7/2026,FALTA COMPLETAR ALGO,PARQUE NACIONAL LOS ALERCES,"FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Reel Eclipse,EN PROCESO,,,17/7/2026,FALTA COMPLETAR ALGO,Eclipse,"FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Posteo,https://drive.google.com/file/d/1gLfI6Nlk7yTLcgTQGLxJk9IJwmht7waD/view?usp=sharing,PNLA,,18/7/2026,FALTA COMPLETAR ALGO,PARQUE NACIONAL LOS ALERCES,"FACEBOOK,INSTAGRAM",,,,,,,,
Historia,https://drive.google.com/file/d/1riy3ZANGXIkMmXP1IqsEdr4m3dhAG-O5/view?usp=drive_link,Eclipse,,19/7/2026,FALTA OK MARCE,,,,,,,,,,
Reel,https://drive.google.com/file/d/14Rum40Px-OewzDig7DROVOJPV-NWmlUd/view,Sumar música + Copy pendiente,,20/7/2026,FALTA COMPLETAR ALGO,"GLACIAR TORRECILLAS,NATURALEZA,PAISAJE,PARQUE NACIONAL LOS ALERCES","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,🛫 Salida desde Córdoba: jueves a las 08:55 hs.,,,,,,,,,,,,,,
,🛬 Llegada a Esquel: 11:30 hs.,,,,,,,,,,,,,,
,🛬 Llegada a Córdoba: 18:20 hs.,"🍃 Sin multitudes, sin estrés y con una esencia única, es un lugar ideal para desconectar de todo y vivir la naturaleza.",,,,,,,,,,,,,
,,✨ Disponible todo el año para que lo recorras con calzado cómodo y unos ricos mates. ,,,,,,,,,,,,,
,Dia del Montañista ,,,5/8/2026,,,,,,,,,,,
,,"Acá tenemos el hielo para tu fernet ❄️😉

En dos horas, cambiar de escenario es posible. Viajá de Córdoba a Esquel y viví una experiencia totalmente diferente.

🛫Aprovechá el vuelo directo de Aerolíneas Argentinas durante agosto, septiembre y octubre.
👉 Sale los jueves desde Córdoba y desde Esquel los lunes.

#Córdoba #Esquel #AerolíneasArgentinas #TurismoArgentina #PatagoniaArgentina",,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
